,step,TRANSFER,PAYMENT,DEBIT,CASH_OUT,CASH_IN,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isMerchantOrig,isMerchantDest
6326295,688,0,1,0,0,0,9804.31,0.0,0.0,0.0,0.0,0,0,1
2109671,183,0,0,0,0,1,254674.7,310880.0,565554.7,0.0,0.0,0,0,0
2753429,212,0,0,0,1,0,232847.43,28918.0,0.0,0.0,232847.43,0,0,0
6214257,589,0,0,0,0,1,227373.81,6655.0,234028.81,934908.26,707534.45,0,0,0
1340676,137,0,0,0,1,0,213906.43,0.0,0.0,5892963.74,6106870.17,0,0,0
3498543,259,0,1,0,0,0,5937.57,28390.0,22452.43,0.0,0.0,0,0,1
446871,19,0,0,0,0,1,141957.21,7154925.11,7296882.32,719647.89,577690.68,0,0,0
5274767,372,0,0,0,1,0,281503.64,0.0,0.0,2961218.13,3242721.78,0,0,0
300906,15,0,1,0,0,0,8172.65,34912.0,26739.35,0.0,0.0,0,0,1
948005,44,0,1,0,0,0,1776.22,22071.0,20294.78,0.0,0.0,0,0,1
3018504,233,0,0,0,0,1,216146.12,22766.0,238912.12,218011.63,1865.51,0,0,0
1789305,162,0,0,0,0,1,260075.01,22301705.31,22561780.32,789488.97,529413.95,0,0,0
6210892,588,0,1,0,0,0,7973.63,0.0,0.0,0.0,0.0,0,0,1
6308157,684,0,0,0,0,1,115877.1,4217523.55,4333400.65,351970.81,236093.7,0,0,0
35490,9,0,0,0,1,0,390999.44,58134.0,0.0,217817.78,195460.0,0,0,0
3467264,258,0,0,0,0,1,121236.44,8954772.51,9076008.95,517309.02,396072.58,0,0,0
1266036,135,1,0,0,0,0,498649.82,0.0,0.0,2611450.09,3110099.91,0,0,0
4255771,306,1,0,0,0,0,25464.82,151079.0,125614.18,53907.61,79372.43,0,0,0
1191495,132,0,1,0,0,0,18306.29,0.0,0.0,0.0,0.0,0,0,1
4727170,332,0,0,0,1,0,23557.85,0.0,0.0,77268.7,100826.55,0,0,0
1440785,140,0,0,0,1,0,140748.52,0.0,0.0,1768947.44,1909695.96,0,0,0
5120790,356,0,1,0,0,0,12437.06,137592.21,125155.15,0.0,0.0,0,0,1
377535,17,0,0,0,0,1,395420.07,4779531.56,5174951.63,1896782.86,1508399.29,0,0,0
4684837,331,0,1,0,0,0,7310.84,49811.0,42500.16,0.0,0.0,0,0,1
5362954,375,0,0,0,1,0,28271.66,380828.11,352556.46,290767.62,319039.27,0,0,0
3880931,283,0,0,0,1,0,175187.28,28462.0,0.0,0.0,175187.28,0,0,0
4307746,307,1,0,0,0,0,18159.12,0.0,0.0,94645.83,112804.95,0,0,0
1614172,156,0,0,0,0,1,406405.09,57236.0,463641.09,0.0,0.0,0,0,0
3516945,259,0,0,0,0,1,292858.59,3900638.13,4193496.71,708945.47,416086.88,0,0,0
1264554,134,0,0,0,1,0,39212.49,0.0,0.0,5438980.03,5478192.52,0,0,0
3267287,251,1,0,0,0,0,844990.17,0.0,0.0,1368575.68,2213565.85,0,0,0
5868034,403,0,0,0,0,1,218607.25,5230659.32,5449266.56,708008.39,489401.15,0,0,0
4711317,332,0,1,0,0,0,16498.49,55297.0,38798.51,0.0,0.0,0,0,1
4882011,348,0,0,0,1,0,194791.47,10067.0,0.0,66843.33,261634.8,0,0,0
3329190,253,0,0,0,1,0,136276.06,180.0,0.0,653401.17,789677.23,0,0,0
1369022,138,0,1,0,0,0,23128.97,29893.0,6764.03,0.0,0.0,0,0,1
779644,39,0,0,0,1,0,290681.26,19857.0,0.0,1144.45,448830.03,0,0,0
411532,18,0,0,0,0,1,114453.49,1020392.72,1134846.2,4603411.34,4313192.11,0,0,0
5089842,355,0,0,0,0,1,215662.37,38795.0,254457.37,322934.35,107271.98,0,0,0
930076,43,0,0,0,0,1,143710.77,99794.0,243504.77,2436127.57,2292416.8,0,0,0
5849716,402,0,0,0,1,0,14291.65,6456.0,0.0,0.0,14291.65,0,0,0
4183511,304,0,0,0,0,1,164786.9,5498595.05,5663381.95,2980873.97,2816087.07,0,0,0
2483304,204,0,0,0,1,0,22143.89,49917.0,27773.11,52927.24,75071.13,0,0,0
2193586,185,1,0,0,0,0,309628.86,152432.76,0.0,309901.72,619530.58,0,0,0
1739976,161,1,0,0,0,0,362250.01,9042.0,0.0,0.0,362250.01,0,0,0
6347703,694,0,1,0,0,0,12118.69,232299.0,220180.31,0.0,0.0,0,0,1
137340,11,0,1,0,0,0,7000.5,2304290.63,2297290.12,0.0,0.0,0,0,1
2654882,209,0,0,0,1,0,259230.03,312354.0,53123.97,2050277.8,2309507.83,0,0,0
4414010,322,0,1,0,0,0,53479.89,6198.0,0.0,0.0,0.0,0,0,1
5675988,397,0,0,0,0,1,375713.48,35276.0,410989.48,0.0,0.0,0,0,0
5585483,394,0,1,0,0,0,3465.23,0.0,0.0,0.0,0.0,0,0,1
151601,12,0,0,0,1,0,67125.82,18887.0,0.0,3776632.34,3843758.17,0,0,0
720506,37,0,0,0,1,0,130750.38,656668.0,525917.62,11306925.04,11437675.42,0,0,0
3027781,233,0,1,0,0,0,11674.82,10278.0,0.0,0.0,0.0,0,0,1
3474335,258,0,1,0,0,0,1076.03,0.0,0.0,0.0,0.0,0,0,1
2038814,180,0,0,0,0,1,58969.87,12841998.67,12900968.54,133291.13,74321.26,0,0,0
4608598,329,0,1,0,0,0,7528.28,0.0,0.0,0.0,0.0,0,0,1
2143443,184,0,1,0,0,0,12117.01,0.0,0.0,0.0,0.0,0,0,1
5192840,369,0,1,0,0,0,11562.33,125130.24,113567.91,0.0,0.0,0,0,1
3486148,258,0,0,0,1,0,87205.01,15710.0,0.0,0.0,87205.01,0,0,0
2909795,229,0,1,0,0,0,7756.85,24958.73,17201.88,0.0,0.0,0,0,1
4687781,331,0,1,0,0,0,30813.77,12030.0,0.0,0.0,0.0,0,0,1
4982611,352,0,1,0,0,0,40059.61,0.0,0.0,0.0,0.0,0,0,1
1661483,158,0,0,0,1,0,34066.16,0.0,0.0,4804524.08,4838590.24,0,0,0
1364207,138,1,0,0,0,0,77111.02,0.0,0.0,230405.34,307516.36,0,0,0
5810616,401,0,0,1,0,0,1161.66,60011.0,58849.34,157662.43,158824.09,0,0,0
1747647,161,0,1,0,0,0,15122.03,0.0,0.0,0.0,0.0,0,0,1
3795366,281,1,0,0,0,0,30606.04,176.0,0.0,0.0,30606.04,0,0,0
5009701,353,0,1,0,0,0,2427.06,242066.72,239639.66,0.0,0.0,0,0,1
1680880,159,0,1,0,0,0,10017.63,10389.0,371.37,0.0,0.0,0,0,1
2535182,205,0,0,0,1,0,11020.9,0.0,0.0,2336884.79,2347905.69,0,0,0
2340909,189,0,1,0,0,0,20461.4,20461.29,0.0,0.0,0.0,0,0,1
5840001,402,0,0,0,0,1,44851.97,2778118.14,2822970.11,338849.1,293997.13,0,0,0
5369136,376,0,0,0,0,1,3343.12,1457379.37,1460722.48,78532.69,75189.57,0,0,0
5083927,355,0,1,0,0,0,962.84,0.0,0.0,0.0,0.0,0,0,1
3943135,286,0,1,0,0,0,4170.73,0.0,0.0,0.0,0.0,0,0,1
692258,36,0,0,0,0,1,59228.22,9151.0,68379.22,437448.95,422872.1,0,0,0
3771213,280,0,0,0,0,1,135583.6,7271826.76,7407410.36,522583.24,386999.64,0,0,0
4648647,330,0,0,0,1,0,76471.18,0.0,0.0,688477.63,764948.81,0,0,0
1498134,142,1,0,0,0,0,116508.02,0.0,0.0,856738.41,973246.42,0,0,0
3981479,298,0,1,0,0,0,8965.89,0.0,0.0,0.0,0.0,0,0,1
5565472,393,0,0,0,1,0,82885.72,32906.0,0.0,0.0,82885.72,0,0,0
1505034,143,0,1,0,0,0,15036.08,68061.73,53025.65,0.0,0.0,0,0,1
1062777,119,0,1,0,0,0,22730.88,81591.85,58860.97,0.0,0.0,0,0,1
4381709,311,0,1,0,0,0,10616.03,0.0,0.0,0.0,0.0,0,0,1
1724158,160,0,0,0,1,0,274418.03,0.0,0.0,296630.58,571048.61,0,0,0
1887423,164,0,1,0,0,0,11054.04,0.0,0.0,0.0,0.0,0,0,1
1582824,155,0,0,0,0,1,53767.69,60879.0,114646.69,0.0,0.0,0,0,0
3843184,282,0,1,0,0,0,31866.28,0.0,0.0,0.0,0.0,0,0,1
4571284,327,0,1,0,0,0,18269.22,152921.6,134652.37,0.0,0.0,0,0,1
1867320,164,0,0,0,0,1,18218.28,204.0,18422.28,225674.72,207456.44,0,0,0
3599960,263,0,1,0,0,0,81.32,6784.33,6703.01,0.0,0.0,0,0,1
2882865,228,0,0,0,1,0,425273.76,6000.0,0.0,205121.18,630394.94,0,0,0
4532610,326,0,0,0,1,0,343861.36,51986.0,0.0,2017236.3,2361097.66,0,0,0
307757,16,0,0,0,1,0,186090.51,0.0,0.0,480446.53,666537.04,0,0,0
1660709,158,0,1,0,0,0,8584.51,0.0,0.0,0.0,0.0,0,0,1
1149865,131,0,0,0,1,0,347547.61,145549.0,0.0,0.0,347547.61,0,0,0
5553118,383,0,0,0,0,1,218719.33,1491287.33,1710006.67,594781.25,376061.92,0,0,0
4475858,324,0,0,0,1,0,181397.52,33674.0,0.0,35579.22,216976.74,0,0,0
724580,37,0,0,0,0,1,259135.56,1849627.01,2108762.58,898212.74,629166.96,0,0,0
2955036,230,0,1,0,0,0,17242.93,0.0,0.0,0.0,0.0,0,0,1
3664619,276,0,0,0,1,0,98381.95,37390.0,0.0,2693865.85,2792247.81,0,0,0
1867898,164,0,1,0,0,0,8725.12,313974.93,305249.81,0.0,0.0,0,0,1
1652847,158,1,0,0,0,0,1406833.55,0.0,0.0,6404056.69,7810890.23,0,0,0
2628833,209,1,0,0,0,0,155544.91,21345.0,0.0,0.0,155544.91,0,0,0
4313620,308,0,0,0,1,0,132467.26,254882.0,122414.74,4217.13,136684.39,0,0,0
3002192,232,0,0,0,0,1,167037.77,2769605.52,2936643.29,231498.37,64460.6,0,0,0
4825900,346,0,1,0,0,0,8519.2,141464.01,132944.81,0.0,0.0,0,0,1
1049364,95,0,0,0,0,1,74059.85,47917.0,121976.85,128637.94,54578.09,0,0,0
1232386,133,0,1,0,0,0,6778.6,0.0,0.0,0.0,0.0,0,0,1
2309419,188,1,0,0,0,0,67521.96,0.0,0.0,189358.26,256880.22,0,0,0
5288229,373,1,0,0,0,0,75134.74,0.0,0.0,3954659.26,4029794.0,0,0,0
5626903,395,0,0,0,1,0,241381.98,80384.0,0.0,2811.11,244193.09,0,0,0
2651919,209,0,0,0,1,0,250649.98,0.0,0.0,2768554.44,3019204.42,0,0,0
5450982,379,0,0,0,1,0,254058.45,0.0,0.0,11332839.25,11586897.7,0,0,0
4222740,306,0,1,0,0,0,5466.09,244441.0,238974.91,0.0,0.0,0,0,1
4966410,351,0,1,0,0,0,7199.91,0.0,0.0,0.0,0.0,0,0,1
1943739,177,0,1,0,0,0,7367.88,39386.0,32018.12,0.0,0.0,0,0,1
4507191,325,0,0,0,1,0,169090.24,0.0,0.0,248428.38,417518.61,0,0,0
5654329,396,0,0,0,1,0,247931.57,2012.0,0.0,0.0,247931.57,0,0,0
5393608,377,0,0,0,1,0,330929.14,0.0,0.0,3858667.05,4189596.19,0,0,0
2765012,213,0,0,0,1,0,111086.82,0.0,0.0,4081854.13,4192940.95,0,0,0
5100970,355,0,1,0,0,0,20655.87,14881.0,0.0,0.0,0.0,0,0,1
6303133,683,0,1,0,0,0,6383.1,0.0,0.0,0.0,0.0,0,0,1
1585875,155,0,0,0,0,1,310202.51,3015655.28,3325857.79,644952.42,334749.91,0,0,0
5260429,372,0,0,0,1,0,83225.05,0.0,0.0,156753.49,239978.54,0,0,0
5081056,355,0,0,0,1,0,220436.19,0.0,0.0,443494.69,663930.88,0,0,0
3649577,275,0,0,0,1,0,64191.88,0.0,0.0,515430.86,579622.74,0,0,0
1459032,140,0,1,0,0,0,6689.54,0.0,0.0,0.0,0.0,0,0,1
2641586,209,0,1,0,0,0,3743.92,0.0,0.0,0.0,0.0,0,0,1
5152,5,0,1,0,0,0,26921.32,0.0,0.0,0.0,0.0,0,0,1
2176339,185,0,0,0,0,1,102698.12,2139086.89,2241785.01,278078.61,175380.49,0,0,0
3756412,279,0,0,0,0,1,155406.24,5199292.81,5354699.05,534431.71,379025.47,0,0,0
2161556,184,0,0,0,1,0,158513.7,21557.0,0.0,0.0,158513.7,0,0,0
1032197,93,0,1,0,0,0,9041.24,177342.0,168300.76,0.0,0.0,0,0,1
1963857,178,0,0,0,1,0,37090.36,0.0,0.0,573441.67,610532.03,0,0,0
5591500,394,0,1,0,0,0,13475.73,0.0,0.0,0.0,0.0,0,0,1
1199629,133,0,0,0,1,0,59894.2,78365.0,18470.8,456038.44,515932.64,0,0,0
587124,33,0,1,0,0,0,16900.75,11445.0,0.0,0.0,0.0,0,0,1
5225176,370,0,1,0,0,0,12237.27,23086.0,10848.73,0.0,0.0,0,0,1
14571,8,0,1,0,0,0,18044.61,46683.0,28638.39,0.0,0.0,0,0,1
2607697,208,0,0,0,0,1,181873.89,5037.0,186910.89,24798.52,106604.94,0,0,0
4116486,302,0,0,0,1,0,72248.0,222.0,0.0,243071.19,315319.18,0,0,0
1026788,48,0,0,0,0,1,15395.09,9245085.34,9260480.43,166412.45,151017.36,0,0,0
2782481,214,0,0,0,0,1,161606.36,5057535.09,5219141.45,855352.01,693745.65,0,0,0
5666154,396,0,0,0,1,0,552183.77,21015.0,0.0,61789.95,613973.72,0,0,0
3274900,251,1,0,0,0,0,664655.32,0.0,0.0,995567.43,1660222.75,0,0,0
1458616,140,0,0,0,0,1,203638.43,487693.81,691332.24,409482.42,205843.99,0,0,0
5978105,407,0,0,0,0,1,109444.35,551990.05,661434.4,955029.27,845584.92,0,0,0
3328897,253,0,0,0,0,1,174010.55,155445.43,329455.98,525087.5,351076.95,0,0,0
2625159,208,0,0,0,1,0,75112.03,0.0,0.0,18343270.96,18418382.99,0,0,0
2603777,208,0,1,0,0,0,4675.11,237967.0,233291.89,0.0,0.0,0,0,1
540864,21,0,0,0,1,0,266135.96,77633.33,0.0,1144739.05,1410875.01,0,0,0
5884508,403,0,0,0,0,1,102040.14,798233.73,900273.87,155324.31,53284.16,0,0,0
777852,39,0,0,0,1,0,228736.66,0.0,0.0,1011103.49,1239840.15,0,0,0
2143039,184,0,1,0,0,0,6095.52,0.0,0.0,0.0,0.0,0,0,1
5301953,373,0,0,0,0,1,147479.95,104602.0,252081.95,0.0,0.0,0,0,0
4338660,308,0,0,0,1,0,138753.16,0.0,0.0,269089.92,407843.07,0,0,0
109150,11,0,0,0,1,0,246136.96,0.0,0.0,3529559.84,3756973.64,0,0,0
1793167,162,0,1,0,0,0,14235.19,9035.93,0.0,0.0,0.0,0,0,1
1804552,163,0,0,0,1,0,105270.04,6096.0,0.0,3247778.04,3353048.08,0,0,0
1471000,141,0,0,0,1,0,173879.41,0.0,0.0,175629.44,349508.86,0,0,0
4576204,328,0,1,0,0,0,27875.78,0.0,0.0,0.0,0.0,0,0,1
172220,12,0,1,0,0,0,4456.95,0.0,0.0,0.0,0.0,0,0,1
901853,43,0,0,0,1,0,176439.99,22629.0,0.0,176767.49,538369.93,0,0,0
1857,1,0,0,0,1,0,301680.88,0.0,0.0,6188279.79,5515763.34,0,0,0
4835072,347,0,0,0,1,0,243220.01,20989.0,0.0,7551100.92,7794320.92,0,0,0
139311,11,0,0,0,1,0,262013.7,0.0,0.0,7790622.8,8080745.11,0,0,0
3623864,274,0,0,0,0,1,258521.59,967773.19,1226294.77,581043.37,322521.78,0,0,0
4933463,350,1,0,0,0,0,1040116.73,163354.0,0.0,369290.48,1409407.21,0,0,0
4138563,303,0,1,0,0,0,5134.03,103198.0,98063.97,0.0,0.0,0,0,1
4840207,347,1,0,0,0,0,1428148.22,16525.0,0.0,7225740.57,8653888.8,0,0,0
4447844,323,1,0,0,0,0,1823356.93,30707.22,0.0,1907665.47,3731022.41,0,0,0
1445675,140,0,0,0,1,0,170829.87,0.0,0.0,353943.49,524773.35,0,0,0
1081725,129,0,1,0,0,0,35655.85,0.0,0.0,0.0,0.0,0,0,1
6339449,692,0,0,0,0,1,16132.93,1948965.86,1965098.78,711832.01,695699.09,0,0,0
5732892,399,1,0,0,0,0,637036.31,0.0,0.0,1345202.42,1982238.74,0,0,0
3831067,282,0,1,0,0,0,71438.76,165408.09,93969.34,0.0,0.0,0,0,1
5138541,356,0,0,0,1,0,359464.94,0.0,0.0,1025432.31,1384897.24,0,0,0
1781956,162,0,0,0,0,1,103007.44,8462.0,111469.44,725348.87,622341.42,0,0,0
5906156,404,0,0,0,0,1,32516.14,3859665.58,3892181.72,4620215.58,4587699.44,0,0,0
5425053,378,0,0,0,1,0,33554.13,0.0,0.0,1295409.15,1328963.28,0,0,0
233897,14,0,0,0,1,0,241026.8,112408.04,0.0,786741.26,1122205.75,0,0,0
5396952,377,0,0,0,0,1,233588.67,5316701.44,5550290.12,523380.82,289792.15,0,0,0
782960,39,0,0,0,1,0,68911.07,254313.32,185402.25,543273.38,612184.45,0,0,0
5031697,354,0,0,0,1,0,122063.7,0.0,0.0,259160.2,381223.9,0,0,0
3679220,276,0,0,0,1,0,155884.49,0.0,0.0,1067460.36,1223344.86,0,0,0
1905246,165,0,0,0,1,0,105999.95,3403.0,0.0,226966.84,332966.79,0,0,0
1074417,129,0,0,0,0,1,52321.83,2966731.37,3019053.2,73677.51,21355.69,0,0,0
6033793,476,0,1,0,0,0,28775.68,0.0,0.0,0.0,0.0,0,0,1
2809162,225,0,0,0,0,1,225403.45,22152.0,247555.45,1907083.69,1681680.23,0,0,0
2236724,186,0,0,0,1,0,163035.99,0.0,0.0,459588.77,622624.76,0,0,0
5702828,398,0,0,0,0,1,243359.69,1248701.13,1492060.82,1202291.07,958931.39,0,0,0
3104913,235,0,0,0,0,1,153491.82,27923681.33,28077173.14,171404.18,17912.36,0,0,0
5468871,379,0,0,0,0,1,11800.42,43176.0,54976.42,748712.33,736911.91,0,0,0
346332,16,0,1,0,0,0,12316.51,0.0,0.0,0.0,0.0,0,0,1
4597822,328,0,1,0,0,0,20821.42,0.0,0.0,0.0,0.0,0,0,1
2617982,208,0,0,0,1,0,19381.85,42295.0,22913.15,127535.93,146917.78,0,0,0
5871706,403,0,0,0,1,0,123639.09,0.0,0.0,3611862.82,3735501.91,0,0,0
5138544,356,0,0,0,1,0,133715.63,0.0,0.0,700444.63,834160.26,0,0,0
5725280,398,0,0,0,1,0,1370.69,16390.0,15019.31,1210391.66,1211762.35,0,0,0
2230714,186,0,0,0,1,0,101820.88,0.0,0.0,1040075.78,1141896.66,0,0,0
744129,38,1,0,0,0,0,2111818.74,0.0,0.0,2502735.07,4614553.81,0,0,0
596552,33,0,1,0,0,0,4530.09,0.0,0.0,0.0,0.0,0,0,1
1541282,154,0,1,0,0,0,13079.56,246666.4,233586.83,0.0,0.0,0,0,1
4334685,308,0,0,0,0,1,110785.53,49807.0,160592.53,0.0,0.0,0,0,0
4618107,329,0,0,0,0,1,393782.18,3741985.04,4135767.22,1721844.37,1328062.19,0,0,0
611506,34,0,0,0,1,0,399078.4,38517.0,0.0,3798543.57,4197621.97,0,0,0
4773686,335,1,0,0,0,0,3551393.37,0.0,0.0,3621893.41,7173286.79,0,0,0
3978304,297,0,1,0,0,0,14713.58,125023.28,110309.7,0.0,0.0,0,0,1
6161176,549,0,1,0,0,0,14709.33,198152.0,183442.67,0.0,0.0,0,0,1
3770358,280,0,1,0,0,0,63900.87,0.0,0.0,0.0,0.0,0,0,1
3962662,297,0,0,0,0,1,41497.0,2688638.42,2730135.42,1290873.46,1249376.45,0,0,0
2257510,187,0,1,0,0,0,4075.94,0.0,0.0,0.0,0.0,0,0,1
273823,15,0,1,0,0,0,6353.42,0.0,0.0,0.0,0.0,0,0,1
3521247,259,0,0,0,1,0,126569.74,198709.0,72139.26,0.0,126569.74,0,0,0
971776,44,0,1,0,0,0,720.73,181448.27,180727.54,0.0,0.0,0,0,1
580621,33,0,0,0,1,0,208537.17,2919.0,0.0,221082.54,429619.71,0,0,0
5746410,399,1,0,0,0,0,5335823.77,0.0,0.0,10368429.32,15704253.09,0,0,0
3213661,249,0,0,0,1,0,200003.32,19662.0,0.0,0.0,200003.32,0,0,0
4982134,352,0,0,0,1,0,98472.14,248.0,0.0,0.0,98472.14,0,0,0
811152,40,0,0,0,1,0,51097.22,20761.0,0.0,0.0,51097.22,0,0,0
1409900,139,0,0,0,0,1,147498.43,7963928.21,8111426.65,6628025.44,6480527.0,0,0,0
3715499,278,0,0,0,1,0,66361.55,10660.0,0.0,14834.39,81195.94,0,0,0
5649672,396,0,0,0,0,1,32298.39,1741270.26,1773568.65,4209883.14,4177584.75,0,0,0
2088392,182,0,0,0,1,0,64378.53,40.0,0.0,0.0,64378.53,0,0,0
2910681,229,0,1,0,0,0,42496.87,32083.0,0.0,0.0,0.0,0,0,1
5155126,357,0,1,0,0,0,19023.62,60342.0,41318.38,0.0,0.0,0,0,1
5487052,380,0,0,0,1,0,103765.58,0.0,0.0,141401.1,451660.09,0,0,0
784687,39,0,0,0,1,0,245735.81,2502.0,0.0,5188483.46,5434219.28,0,0,0
1786483,162,0,1,0,0,0,1526.4,0.0,0.0,0.0,0.0,0,0,1
4285398,307,0,1,0,0,0,10087.99,51124.0,41036.01,0.0,0.0,0,0,1
3750250,279,0,0,0,1,0,90918.15,16927.0,0.0,47109.56,138027.71,0,0,0
3711461,277,0,1,0,0,0,46925.55,0.0,0.0,0.0,0.0,0,0,1
286094,15,0,0,0,1,0,253607.58,15878.0,0.0,355691.07,609298.65,0,0,0
1256206,134,0,0,0,1,0,46868.3,20720.0,0.0,2975729.52,3022597.82,0,0,0
1456649,140,1,0,0,0,0,290783.62,0.0,0.0,3001959.28,3292742.9,0,0,0
1382375,138,0,1,0,0,0,8923.3,18193.5,9270.2,0.0,0.0,0,0,1
4200783,305,0,0,0,0,1,616294.62,9885364.9,10501659.52,2682091.38,2065796.75,0,0,0
5906370,404,0,0,0,0,1,202943.3,1304.0,204247.3,444304.71,241361.41,0,0,0
2687956,210,0,1,0,0,0,4309.66,83458.0,79148.34,0.0,0.0,0,0,1
880805,42,0,0,0,1,0,161110.79,0.0,0.0,1820412.42,1981523.21,0,0,0
3012481,232,0,0,0,0,1,61905.17,194873.0,256778.17,1679594.04,1617688.87,0,0,0
5558306,384,0,0,0,1,0,220309.42,0.0,0.0,606235.37,826544.79,0,0,0
4134045,303,0,1,0,0,0,2024.34,56246.0,54221.66,0.0,0.0,0,0,1
5482465,379,0,1,0,0,0,964.26,0.0,0.0,0.0,0.0,0,0,1
6361249,717,1,0,0,0,0,379044.97,30867.0,0.0,0.0,379044.97,0,0,0
5009768,353,0,1,0,0,0,16468.8,555212.0,538743.2,0.0,0.0,0,0,1
2624804,208,0,1,0,0,0,6098.06,0.0,0.0,0.0,0.0,0,0,1
3732365,278,0,0,0,1,0,248778.35,0.0,0.0,12200768.15,12449546.5,0,0,0
5905440,403,1,0,0,0,0,473957.36,222412.28,0.0,2246215.48,2720172.84,0,0,0
2251824,187,0,0,0,1,0,132747.62,1057.0,0.0,497755.37,630502.99,0,0,0
1582661,155,0,0,0,1,0,102573.76,0.0,0.0,2368018.11,2470591.87,0,0,0
942443,43,0,1,0,0,0,447.46,12102.08,11654.62,0.0,0.0,0,0,1
2942094,230,0,1,0,0,0,3061.17,51111.0,48049.83,0.0,0.0,0,0,1
3422120,256,0,0,0,1,0,166049.99,1035.0,0.0,40794.3,206844.28,0,0,0
4712327,332,0,0,0,1,0,13318.92,0.0,0.0,208975.02,222293.94,0,0,0
1224095,133,0,0,0,1,0,356046.39,277829.14,0.0,411043.6,767089.99,0,0,0
2691471,211,0,1,0,0,0,15814.4,0.0,0.0,0.0,0.0,0,0,1
4740837,332,0,0,0,0,1,162057.44,5535601.06,5697658.5,8865767.94,8703710.51,0,0,0
1038576,94,0,0,0,1,0,283254.25,1117.0,0.0,0.0,283254.25,0,0,0
5324334,374,0,1,0,0,0,20013.81,0.0,0.0,0.0,0.0,0,0,1
4886259,349,1,0,0,0,0,1376376.26,0.0,0.0,1905880.83,3282257.09,0,0,0
3686310,276,1,0,0,0,0,309883.94,7981.0,0.0,581926.63,891810.57,0,0,0
225674,14,0,1,0,0,0,8058.42,177123.72,169065.3,0.0,0.0,0,0,1
1127251,131,0,0,0,1,0,356141.66,0.0,0.0,7425850.57,7781992.23,0,0,0
3501141,259,1,0,0,0,0,489496.11,0.0,0.0,2138456.66,2627952.77,0,0,0
2247707,186,0,0,0,1,0,39908.77,6855.0,0.0,1494979.15,1534887.92,0,0,0
2619572,208,0,0,0,1,0,2300.83,11318.0,9017.17,241335.69,243636.52,0,0,0
5265857,372,0,0,0,1,0,126703.74,152611.0,25907.26,123891.57,250595.31,0,0,0
3089316,235,0,0,0,0,1,13479.44,453273.92,466753.36,413769.61,400290.18,0,0,0
4812211,346,0,1,0,0,0,50253.95,0.0,0.0,0.0,0.0,0,0,1
5723234,398,0,0,0,1,0,386541.1,0.0,0.0,1026562.23,1413103.33,0,0,0
154033,12,0,0,0,0,1,219225.9,6107521.18,6326747.08,554414.65,335188.75,0,0,0
5242544,371,0,0,0,1,0,519335.18,0.0,0.0,1362651.24,1881986.42,0,0,0
4418312,322,0,1,0,0,0,12462.95,0.0,0.0,0.0,0.0,0,0,1
636893,35,0,1,0,0,0,9468.06,100679.0,91210.94,0.0,0.0,0,0,1
4105074,302,0,0,0,1,0,239687.01,74391.0,0.0,45911.01,285598.02,0,0,0
2039510,180,0,1,0,0,0,14241.23,9378.0,0.0,0.0,0.0,0,0,1
6329909,690,0,0,0,1,0,167110.48,14786.0,0.0,169746.51,336856.99,0,0,0
3071396,235,0,1,0,0,0,14312.76,0.0,0.0,0.0,0.0,0,0,1
2651770,209,0,1,0,0,0,4060.41,0.0,0.0,0.0,0.0,0,0,1
5817998,401,0,0,0,1,0,34327.7,0.0,0.0,2978097.15,3012424.84,0,0,0
2218082,186,0,0,0,1,0,200143.55,40645.0,0.0,0.0,200143.55,0,0,0
4916189,350,0,0,0,1,0,24528.13,0.0,0.0,3232158.95,3256687.09,0,0,0
5504663,380,0,1,0,0,0,286.53,21989.0,21702.47,0.0,0.0,0,0,1
497135,20,0,1,0,0,0,11931.27,5868.25,0.0,0.0,0.0,0,0,1
899306,42,0,0,0,1,0,102717.4,0.0,0.0,159527.22,326949.99,0,0,0
5434014,378,0,1,0,0,0,713.24,232906.43,232193.19,0.0,0.0,0,0,1
2704536,211,0,1,0,0,0,8923.65,107355.0,98431.35,0.0,0.0,0,0,1
1701059,159,0,0,0,1,0,195286.32,0.0,0.0,243877.77,439164.09,0,0,0
600575,34,0,0,0,1,0,78218.44,0.0,0.0,789414.19,867632.63,0,0,0
6187155,569,1,0,0,0,0,573393.69,0.0,0.0,2834989.5,3408383.19,0,0,0
689113,36,0,1,0,0,0,9087.89,22287.0,13199.11,0.0,0.0,0,0,1
3872583,283,0,0,0,1,0,81740.5,21539.0,0.0,0.0,81740.5,0,0,0
3232725,250,1,0,0,0,0,225799.39,0.0,0.0,294699.11,520498.51,0,0,0
672394,36,0,0,0,1,0,106954.9,15198.0,0.0,0.0,106954.9,0,0,0
64057,9,0,1,0,0,0,23500.78,77067.91,53567.13,0.0,0.0,0,0,1
5034856,354,0,1,0,0,0,1138.08,0.0,0.0,0.0,0.0,0,0,1
6058515,500,0,1,0,0,0,12458.71,150.0,0.0,0.0,0.0,0,0,1
937119,43,0,0,0,1,0,231563.44,15077.0,0.0,109205.01,340768.45,0,0,0
5375222,376,0,0,0,0,1,223946.06,4904743.08,5128689.14,1270216.52,1046270.46,0,0,0
1567410,155,0,0,0,1,0,92466.06,10275.0,0.0,1805296.42,1897762.48,0,0,0
